Time,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Units,Reference,Data Access And Licensing,,,
Energy investments 2.Gross Investments in Biofuel Capacity[1],,,,,,,,,,,,,,,,,,,,,,,,,7340635747,17462669108,44302842871,42148852794,26547057341,13146656896,13803710821,13750196401,9560178361,4186840386,4347393049,3021238368,1309561288,1933133113,1865115935,2489636453,1855398103,6030000000,5580842492,,,c$,"world Inflation Adjusted using CPI ""2004 to 2009: Global trends in renewable energy investment 2020 UNEP Frankfurt School-UNEP Centre BloombergNEF"" ""2010 to 2022: IRENA and CPI (2023) Global landscape of renewable energy finance 2023 International Renewable Energy Agency Abu Dhabi.""",,,,
Energy investments 2.Gross Investments in Fossil Energy Capital oil and gas[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80750203859,84477136345,78552269316,65651349173,64122351230,45105439315,54088302230,61255480087,61159917716,,c$,iea world energy investment 2023 data file,,,,
Energy investments 2.Gross Investments in Fossil Energy Capital[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63E+11,1.59E+11,1.46E+11,1.32E+11,1.28E+11,1.02E+11,1.03E+11,1.02E+11,93651124002,,c$, summed over coal and oil and gas iea world energy investment 2023 data file,,,,
Energy investments 2.Gross Investments in Fossil Fuel Extraction Capital[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05E+12,1.15E+12,1.29E+12,1.32E+12,1.33E+12,1.10E+12,8.97E+11,9.18E+11,9.28E+11,8.91E+11,7.00E+11,7.71E+11,8.57E+11,9.11E+11,,c$, summed over oil gas and coal 2010-2014 traced from iea world energy report page 60 2015-2023 iea world energy investment 2023 data file,,,,
Energy investments 2.Gross Investments in Hydropower Energy Capacity[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44457377807,39615953079,45512396947,73169588618,69432945132,57342110726,65104789876,57433289083,33040157421,22911013900,,,,,,c$,https://www.irena.org/publications/2020/Jun/Renewable-Power-Costs-in-2019,,,,
Energy investments 2.Gross Investments in Renewables[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16E+11,3.25E+11,3.35E+11,3.60E+11,4.31E+11,4.72E+11,4.94E+11,5.70E+11,6.30E+11,,c$, https://www.iea.org/reports/world-energy-investment-2023 datafile,,,,
Energy investments 2.Gross Investments in Solar Energy Capacity[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72012166353,90645014255,1.31E+11,1.08E+11,1.25E+11,1.23E+11,1.55E+11,1.61E+11,1.78E+11,1.74E+11,,,c$," IRENA and CPI (2023) Global landscape of renewable energy finance 2023 International Renewable Energy Agency Abu Dhabi.""",,,,
Energy investments 2.Gross Investments in Wind Energy Capacity[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25E+11,1.58E+11,1.67E+11,1.38E+11,1.86E+11,1.66E+11,1.45E+11,1.62E+11,2.26E+11,3.08E+11,,,c$," IRENA and CPI (2023) Global landscape of renewable energy finance 2023 International Renewable Energy Agency Abu Dhabi.""",,,,
Energy investments 2.Investments in Nuclear Capacity[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27521962972,33351267629,36887075372,34689140829,35453639801,38607198058,43289754258,50552494487,59822044516,,c$, iea world energy investment 2023 data file,,,,
Energy investments 2.Oil Gross Investments in Fossil Fuel Extraction Capital[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03E+11,6.64E+11,7.59E+11,7.77E+11,8.02E+11,6.25E+11,4.97E+11,5.36E+11,5.54E+11,5.25E+11,3.88E+11,4.42E+11,4.79E+11,5.06E+11,,c$, 2010-2014 traced from iea world energy report page 60 2015-2023 iea world energy investment 2023 data file,,,,
Energy investments 2.share of GDP invested in Energy without fuel[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010040254,0.010099576,0.010025424,0.009506356,0.009091102,0.008705508,0.008201271,,,,,dmnl,traced by hand https://www.iea.org/data-and-statistics/charts/energy-investment-by-sector-as-a-share-of-global-gdp-2014-2020,,,,
Energy investments 2.share of GDP invested in fuel extraction[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016491525,0.012991525,0.010485169,0.010351695,0.010084746,0.009817797,0.007222458,,,,,dmnl,traced by hand https://www.iea.org/data-and-statistics/charts/energy-investment-by-sector-as-a-share-of-global-gdp-2014-2020,,,,
Energy Supply 1.Bio Energy share in electricity[1],,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010108197,0.009659093,0.010153518,0.010615399,0.011056201,0.011738275,0.012033541,0.012643839,0.01324862,0.014417493,0.015434984,0.015785768,0.016766198,0.01776758,0.018791493,0.020176382,0.019837948,0.020344265,0.02066466,0.021568363,0.023004603,0.023673158,0.02367448,0.023280156,0.023082104,dmnl,IEA Energy Data Browser,,,,
Energy Supply 1.DPE Share Bio Energy[1],0.00044784,0.000410108,0.000521995,0.000672591,0.000761966,0.00088204,0.001063626,0.001041074,0.001055046,0.001105323,0.001215101,0.001256226,0.001226675,0.001284678,0.00137696,0.001426809,0.001330164,0.001361558,0.001390154,0.001387513,0.001324498,0.001298785,0.001443161,0.001570356,0.001780417,0.002005164,0.002450382,0.003149541,0.004266544,0.004865874,0.005245011,0.005406432,0.00554418,0.005986145,0.006278294,0.00647543,0.0067012,0.006702255,0.007095431,0.007636346,0.007555746,0.007591944,0.007904136,0.008601424,0.008735535,,,,,,
Energy Supply 1.DPE Share Coal[1],0.2851787,0.2916867,0.2973754,0.30256042,0.3032819,0.30939981,0.30649288,0.3078013,0.30608833,0.30299952,0.29564146,0.29163364,0.2887027,0.2888538,0.28643005,0.2830228,0.28147823,0.27814524,0.27510397,0.27195578,0.27444159,0.27552017,0.28011997,0.2930001,0.2982896,0.30958004,0.3167928,0.32361084,0.32477512,0.3258226,0.32460487,0.33150566,0.3275625,0.32724422,0.32562443,0.31493288,0.30532652,0.30244986,0.29983234,0.2955305,0.29930964,0.30042992,0.2976274,0.29548504,0.29302465,,,,,,
Energy Supply 1.DPE Share Gas[1],0.19446882,0.19846321,0.20111502,0.20175056,0.20961845,0.20967546,0.20742622,0.2108485,0.2130919,0.21818615,0.22212408,0.22676113,0.22640373,0.22769457,0.2262311,0.2297397,0.23433275,0.23068142,0.23381159,0.23669634,0.23983583,0.24030704,0.2421328,0.2391601,0.23698967,0.23465227,0.23432104,0.23592905,0.23922886,0.23820475,0.24407835,0.24382338,0.24695263,0.24670694,0.24633595,0.25067612,0.25403992,0.25610746,0.26171738,0.2645436,0.27375946,0.2707085,0.26538317,0.26179,0.26380386,,,,,,
Energy Supply 1.DPE Share Hydropower[1],0.02365335,0.024386313,0.02503085,0.025764785,0.025589888,0.025519202,0.02534008,0.024806054,0.024719167,0.02411409,0.024612608,0.025074654,0.024919438,0.02630611,0.026139734,0.027033725,0.026615162,0.026820095,0.026898997,0.026678398,0.02645504,0.025482674,0.025382314,0.024382288,0.02492339,0.02489621,0.025137722,0.024707332,0.025885377,0.026299229,0.02650016,0.026323795,0.027048364,0.027703347,0.028196619,0.02795897,0.02867056,0.028466265,0.028609407,0.028739262,0.03083276,0.028895233,0.028716695,0.02778054,0.02845794,,,,,,
Energy Supply 1.DPE Share Nuclear[1],0.009724482,0.011590688,0.01267837,0.014184899,0.016536884,0.019197279,0.020144198,0.02116469,0.022279472,0.022467165,0.022810795,0.023800404,0.023835104,0.024549358,0.024698145,0.025282643,0.025449805,0.02502649,0.025338392,0.02589088,0.025795195,0.026223135,0.026056943,0.02455321,0.024435177,0.02367631,0.023315156,0.02208219,0.021792407,0.021862886,0.021386895,0.019991525,0.018351047,0.018212504,0.018423706,0.01856169,0.018659321,0.018450807,0.018443369,0.018938274,0.01901973,0.018861767,0.017750323,0.017849581,0.018005959,,,,,,
Energy Supply 1.DPE Share Oil[1],0.48584755,0.47272545,0.46242043,0.45412838,0.4432039,0.4343105,0.43845177,0.43321934,0.4316528,0.42988503,0.4322135,0.43003372,0.43337364,0.42971893,0.43347736,0.431801,0.42909534,0.43614124,0.4355292,0.4353518,0.42997494,0.4288767,0.4223427,0.4146942,0.41070877,0.40207474,0.39456165,0.38670437,0.37967304,0.37779152,0.3723231,0.3661379,0.36665966,0.36510857,0.3649498,0.3697002,0.3734819,0.37267757,0.3674214,0.3657738,0.34730038,0.34891533,0.35483288,0.3575538,0.35336426,,,,,,
Energy Supply 1.DPE Share Renewables[1],0.024780446,0.025533933,0.026410796,0.027375762,0.027358871,0.027416966,0.027484945,0.026966186,0.026887482,0.02646214,0.027210145,0.02777112,0.027684841,0.029183339,0.029163321,0.03015386,0.029643857,0.030005602,0.030216825,0.030105212,0.029952458,0.029072949,0.029347605,0.028592363,0.02957679,0.030016633,0.031009356,0.031673542,0.034530583,0.036318238,0.037606779,0.038541537,0.040474172,0.042727759,0.044666134,0.046129117,0.048492328,0.050314303,0.052585502,0.055213812,0.060610786,0.061084474,0.064406231,0.067321595,0.071801279,,,,,,
Energy Supply 1.DPE Share Solar[1],,,,4.11629E-08,8.31889E-08,1.51465E-07,1.91797E-07,1.29363E-07,1.20111E-07,3.02899E-06,4.42683E-06,5.73604E-06,5.26505E-06,6.2546E-06,6.62377E-06,6.95476E-06,7.39431E-06,7.84969E-06,8.46128E-06,9.28742E-06,1.05766E-05,1.40528E-05,1.73686E-05,2.09388E-05,2.62647E-05,3.57642E-05,4.78685E-05,6.27702E-05,0.000100948,0.000170606,0.000262066,0.000495513,0.000754055,0.001013715,0.001430428,0.001848958,0.002341751,0.003119804,0.003931345,0.004785967,0.006063678,0.007085004,0.008762136,0.010764025,0.013495804,,,,,,
Energy Supply 1.DPE Share Wind[1],1.43424E-07,1.44754E-07,2.57132E-07,4.49978E-07,5.89938E-07,8.28018E-07,1.75367E-06,2.3837E-06,3.90611E-06,3.0608E-05,4.14174E-05,4.63915E-05,5.34068E-05,6.40897E-05,7.91295E-05,9.00488E-05,9.74544E-05,0.000125948,0.000166018,0.000217768,0.000313956,0.000379284,0.000506282,0.000588282,0.000757634,0.000894742,0.001110423,0.001379185,0.001762627,0.002242393,0.002676267,0.003323295,0.003942833,0.004650282,0.00512039,0.005994828,0.006872619,0.007994164,0.008682607,0.009634289,0.011287093,0.012521405,0.013978996,0.01514447,0.01604766,,,,,,
Energy Supply 1.Energy output electricity[1],,,,,,9886.064756,10180.78992,10670.62762,11140.62692,11657.95872,11961.41428,12222.52483,12336.40372,12599.92731,12923.57757,13381.86734,13797.15535,14128.60355,14511.01247,14926.27145,15564.69644,15800.00067,16358.19741,16935.72727,17737.2578,18464.5629,19167.40536,20059.61017,20436.64533,20278.17068,21589.44915,22277.51139,22831.2685,23464.91636,24073.3184,24303.81835,24977.3603,25729.96482,26776.55208,27138.72299,27016.62896,28543.67601,29203.616,29963.22999,31255.91438,TWh,Electricity generation (EI),,,,
"Energy Supply 1.Fossil Energy Output Share, coal[1]",,,,,,0.37915844,0.37708366,0.38030346,0.37705906,0.3754501,0.3728858,0.3728417,0.3769178,0.37522236,0.37851097,0.3765334,0.382651,0.3818943,0.3797951,0.37723225,0.3801903,0.38003292,0.38283173,0.3954208,0.39032055,0.39523952,0.40166496,0.40843315,0.40168396,0.398698,0.39780235,0.4055368,0.39792896,0.4069484,0.40424343,0.3864831,0.3774942,0.37914436,0.3788121,0.36576317,0.3528827,0.35916794,0.35479637,0.3521287,0.34315475,dmnl,IEA Energy Data Browser,,,,
"Energy Supply 1.Fossil Energy Output Share, gas[1]",,,,,,0.14427701,0.14072498,0.14212,0.13832076,0.14827241,0.14954135,0.14842638,0.148214035,0.14781277,0.14885442,0.15206188,0.15221581,0.1606904,0.16593235,0.1742034,0.1796993,0.18804523,0.19345081,0.1957874,0.20115696,0.2029653,0.20704857,0.2140246,0.21694149,0.21972301,0.22608051,0.22145039,0.22917727,0.2183763,0.21966187,0.23078062,0.2369049,0.2348796,0.23530176,0.2385502,0.23880497,0.23154894,0.22839998,0.22517782,0.22026627,dmnl,IEA Energy Data Browser,,,,
"Energy Supply 1.Fossil Energy Output Share, oil[1]",,,,,,0.11235588,0.11475273,0.11088151,0.11278762,0.11581788,0.11420837,0.11057069,0.10778767,0.10067904,0.100884285,0.09429153,0.09041337,0.08813935,0.0892796,0.08494602,0.08665402,0.08288291,0.079222484,0.07793728,0.07254118,0.070456123,0.06241305,0.060676327,0.05825155,0.05365935,0.05068875,0.054002557,0.054991937,0.051660695,0.04814607,0.047204814,0.043947415,0.039078434,0.034339488,0.031834702,0.02899086,0.030245204,0.030645838,0.029154851,0.02779213,dmnl,IEA Energy Data Browser,,,,
Energy Supply 1.Hydropower Energy share in electricity[1],,,,,,0.20020542,0.19704493,0.19054102,0.18835106,0.17906967,0.18046545,0.1806946,0.17900799,0.18582016,0.18229515,0.18557865,0.1824155,0.18128866,0.17786032,0.17422092,0.17211094,0.16539293,0.16271486,0.157080965,0.1609305,0.16056776,0.16020056,0.15535801,0.16143688,0.16251081,0.16121334,0.15873601,0.16253256,0.16367416,0.16297033,0.16164093,0.16251362,0.15927618,0.15778161,0.15748312,0.1625799,0.15166993,0.14938156,0.14264135,0.14322469,dmnl,IEA Energy Data Browser,,,,
Energy Supply 1.Nuclear Energy share in electricity[1],,,,,,0.15060813,0.15664165,0.16257086,0.16976147,0.16683971,0.16725414,0.17151201,0.1712187,0.1734109,0.17224169,0.17355797,0.17442835,0.16916492,0.16754137,0.1690781,0.16627472,0.16858704,0.16541086,0.15642844,0.15615636,0.15038017,0.14658892,0.13713589,0.1340492,0.13320752,0.12818956,0.11879443,0.10800689,0.10572121,0.10520684,0.1054741,0.10407778,0.10192681,0.10043165,0.10256582,0.09903073,0.09770488,0.09125926,0.09092254,0.08960683,dmnl,IEA Energy Data Browser,,,,
Energy Supply 1.Solar energy share in electricity[1],,,,,,1.18829E-06,1.49142E-06,9.93665E-07,9.15205E-07,2.24931E-05,3.24585E-05,4.13354E-05,3.78213E-05,4.4181E-05,4.61933E-05,4.77424E-05,5.06793E-05,5.30594E-05,5.59473E-05,6.06506E-05,6.74142E-05,8.83847E-05,0.000106545,0.000126295,0.000159636,0.000217273,0.00028717,0.000369282,0.000588982,0.000993255,0.001514718,0.002894839,0.004306563,0.005697283,0.008326091,0.010654719,0.013283322,0.017490253,0.021683824,0.02623285,0.03197969,0.03726364,0.045967197,0.05581012,0.069057026,dmnl,IEA Energy Data Browser,,,,
Energy Supply 1.Total ES per capita[1],16.83053017,16.44370892,16.05161572,16.01939221,16.46015829,16.61617683,16.691648,17.00378535,17.33033372,17.37864001,17.31716404,17.13514498,16.97224521,16.81053881,16.77697421,16.86975125,17.12547015,17.04456995,16.9054905,16.96645043,17.17984686,17.16001276,17.31369988,17.71973008,18.37391185,18.74588403,19.018861,19.38026788,19.32447906,18.76171876,19.41118681,19.59688252,19.58072128,19.64252314,19.59559997,19.49423631,19.45822129,19.62612006,19.8957365,19.87858601,18.88010356,19.66964098,19.77483589,19.92023549,20.15497152,TWh,,,,,
Energy Supply 1.Wind energy share in electricity[1],,,,,,6.49603E-06,1.36366E-05,1.83098E-05,2.97631E-05,0.000227293,0.000303682,0.00033431,0.000383646,0.000452714,0.000551839,0.000618159,0.000667935,0.000851338,0.001097736,0.001422117,0.002038133,0.002463159,0.003253662,0.003800278,0.00490736,0.005756089,0.007068843,0.008680148,0.010984222,0.013849418,0.016267821,0.020019486,0.023499587,0.027377186,0.029726357,0.034542162,0.038869522,0.04476328,0.047898345,0.0529126,0.05950624,0.065672703,0.07283628,0.07788899,0.08093937,dmnl,IEA Energy Data Browser,,,,
Energy Supply 1.Coal conversion efficiency of fossil fuels to secondary fossil energy[1],,0.355038056,0.346721597,0.35852235,0.358370455,0.35571909,0.351391797,0.358452588,0.360427842,0.35756143,0.354010284,0.360412493,0.359802589,0.372869843,0.365921173,0.357518115,0.361138185,0.355316343,0.359536804,0.360956096,0.368497753,0.361401674,0.373570916,0.381050186,0.377391251,0.383802386,0.386839246,0.394005382,0.389086991,0.385963562,0.385024801,0.378616606,0.378043108,0.37983275,0.384669796,0.387496525,0.403392975,0.400653858,0.390040003,0.385266412,0.393720456,0.400908515,0.377014174,,,dmnl,conversion factors of primary energy to electricity in a traditional fossil fuel plant calculated from ratio of secondary to primary fossil energy in this same sheet (accounting for units),,,,
Extraction of solid fuels.Fossil Fuel Extraction Carbon[1],1.917065724,1.911813133,1.945008829,1.996230942,2.093012404,2.242855762,2.275058511,2.351899831,2.431992121,2.431663682,2.371359069,2.348262918,2.292305227,2.320127389,2.333140961,2.400104475,2.460642379,2.447472663,2.381546062,2.416808736,2.511767905,2.525998034,2.641637319,2.870759728,2.967135463,3.150473493,3.326648547,3.486997884,3.600654106,3.552518558,3.800933658,4.02214132,4.072805514,4.100569331,4.107945625,4.014761864,3.919379161,3.959326912,4.024790035,4.019098806,3.868603715,4.088318254,,,,GtC/yr,Global Carbon Budget 2022 https://www.icos-cp.eu/science-and-impact/global-carbon-budget/2022,,,,
Extraction of solid fuels.Primary Fossil Energy FUEL[1],,0.07720295,0.07993602,0.079693956,0.083180398,0.087395429,0.089468262,0.091156558,0.093370698,0.095020074,0.094841838,0.092263738,0.092060802,0.089288143,0.091337843,0.094127814,0.095404324,0.096803935,0.095063238,0.095094788,0.096487092,0.100577844,0.101792322,0.109257552,0.118703808,0.126174542,0.132540962,0.138386855,0.142935732,0.142726655,0.15038856,0.161057923,0.162753793,0.165367926,0.164961662,0.160374953,0.151584145,0.155014128,0.162301968,0.163950876,0.156220416,0.162495058,0.174564,,,zJ,https://ourworldindata.org/grapher/fossil-fuel-production Energy Institute - Statistical Review of World Energy (2023),,,,
Extraction of solid fuels.Primary Fossil Energy FUEL for Electricity[1],,,,,,0.037934947,0.039330554,0.040755952,0.041956878,0.044068329,0.045357072,0.04551851,0.046523612,0.045645921,0.048125601,0.050736984,0.052628559,0.054667565,0.055183115,0.056157564,0.05853662,0.060480401,0.060932968,0.063944458,0.066672899,0.069045564,0.072244211,0.075414798,0.076518549,0.075715847,0.080773168,0.086369845,0.086782705,0.090815769,0.091354574,0.087492965,0.084227837,0.087620379,0.093538099,0.092531793,0.086844969,0.091897053,0.098463744,,,zJ,,,,,
Extraction of solid fuels.Primary Fossil Energy FUEL for Fuel[1],,,,,,0.049460482,0.050137708,0.050400606,0.05141382,0.050951745,0.049484766,0.046745228,0.04553719,0.043642222,0.043212242,0.04339083,0.042775765,0.04213637,0.039880123,0.038937224,0.037950472,0.040097443,0.040859354,0.045313094,0.052030909,0.057128978,0.060296751,0.062972057,0.066417183,0.067010808,0.069615392,0.074688078,0.075971088,0.074552157,0.073607088,0.072881988,0.067356308,0.067393749,0.068763869,0.071419083,0.069375447,0.070598005,0.076100256,,,zJ,,,,,
Energy Supply 1.Gas conversion efficiency of fossil fuels to secondary fossil energy[1],0.358831104,0.356652771,0.356849358,0.359407816,0.358064999,0.356750593,0.351153852,0.351922094,0.352804589,0.356072971,0.356051473,0.360237178,0.360811812,0.36034113,0.357320362,0.363809569,0.364262325,0.362425227,0.359545866,0.359519279,0.359806407,0.358558275,0.363006651,0.362587975,0.366512981,0.369885466,0.369437595,0.376947497,0.374777586,0.381128889,0.384644603,0.383200691,0.387548053,0.391574311,0.388610361,0.392022007,0.399305601,0.397847202,0.399407827,0.396672237,0.404518273,0.407427595,0.397243615,,,dmnl,conversion factors of primary energy to electricity in a traditional fossil fuel plant calculated from ratio of secondary to primary fossil energy in this same sheet (accounting for units),,,,
Extraction of gas fuels.Fossil Fuel Extraction Carbon[1],0.75275694,0.762649214,0.745434847,0.753423006,0.821622676,0.851910719,0.831207476,0.902096071,0.945966806,0.993399866,1.046160864,1.067051656,1.080272833,1.110005756,1.119564201,1.149008622,1.199779458,1.204278865,1.223928855,1.261409,1.291291221,1.302834293,1.338933854,1.386863567,1.434822614,1.468522249,1.502950109,1.55407582,1.600516166,1.569856443,1.690868929,1.737691649,1.774179524,1.785624198,1.816199611,1.852640247,1.90328848,1.95003497,2.055089188,2.087207484,2.0623063,2.162071363,,,,GtC/yr,Global Carbon Budget 2022 https://www.icos-cp.eu/science-and-impact/global-carbon-budget/2022,,,,
Extraction of gas fuels.Primary Fossil Energy FUEL[1],0.051420017,0.052311528,0.052550957,0.053021016,0.057559028,0.059077238,0.060605226,0.063642881,0.066447965,0.068749178,0.070909798,0.071854884,0.072066031,0.072886669,0.073953072,0.075180607,0.078839874,0.078778703,0.080864402,0.083169907,0.086425805,0.088467048,0.090530417,0.093768743,0.096956924,0.099279662,0.102665376,0.105403126,0.109261116,0.105872476,0.113407546,0.117272232,0.119742779,0.121164984,0.123681658,0.126282204,0.127601042,0.132187428,0.13880952,0.142863523,0.1389816,0.145923131,0.145577376,,,zJ,https://ourworldindata.org/grapher/fossil-fuel-production Energy Institute - Statistical Review of World Energy (2023),,,,
Extraction of gas fuels.Primary Fossil Energy FUEL for Fuel[1],,,,,,0.044684005,0.045917392,0.04812969,0.050723884,0.051273004,0.052824173,0.053725379,0.053822889,0.054279999,0.054571491,0.055044966,0.058084164,0.056227314,0.056755524,0.057133067,0.058689875,0.05884357,0.059276813,0.060986289,0.062080409,0.062869867,0.064081816,0.06448932,0.066727625,0.063738049,0.067665704,0.070870845,0.070897988,0.073936542,0.074707066,0.074556129,0.074217187,0.077569155,0.082059766,0.084005611,0.081519941,0.08733793,0.084894611,,,zJ,,,,,
Extraction of gas fuels.Primary Fossil Energy FUEL for Electricity[1],,,,,,0.014393233,0.014687834,0.015513191,0.015724081,0.017476174,0.018085625,0.018129505,0.018243142,0.01860667,0.019381581,0.020135641,0.02075571,0.022551389,0.024108878,0.02603684,0.02773593,0.029623478,0.031253604,0.032782454,0.034876515,0.036409795,0.03858356,0.040913806,0.042533491,0.042134427,0.045741842,0.046401387,0.048844791,0.047228442,0.048974592,0.051726075,0.053383855,0.054618273,0.056749754,0.058857912,0.057461659,0.058585201,0.060682765,,,zJ,,,,,
Energy Supply 1.Liquid conversion efficiency of fossil fuels to secondary fossil energy[1],0.355749517,0.364146535,0.367415013,0.369348123,0.370199314,0.37332191,0.366799812,0.373244106,0.369542926,0.37125379,0.369309978,0.370176051,0.369583643,0.368306929,0.371128006,0.372510482,0.370881494,0.372864743,0.365575044,0.380453257,0.369755097,0.375648764,0.385341361,0.37963223,0.377987206,0.381234732,0.384315527,0.39205938,0.387075666,0.390615348,0.397675346,0.399872925,0.397896153,0.403643139,0.39951706,0.396866429,0.406148359,0.414666562,0.410858097,0.41401739,0.404952002,0.423870777,0.421205359,,,dmnl,conversion factors of primary energy to electricity in a traditional fossil fuel plant calculated from ratio of secondary to primary fossil energy in this same sheet (accounting for units),,,,
Extraction of liquid fuels.Fossil Fuel Extraction Carbon[1],2.443170185,2.333598517,2.277613524,2.254589298,2.273155126,2.272590391,2.340702454,2.362079346,2.448873398,2.491834009,2.524389405,2.653774379,2.518051026,2.519861591,2.52883654,2.555634628,2.631880048,2.67108644,2.697452749,2.759941911,2.811705948,2.835881271,2.834569918,2.914752852,3.013784016,3.040229033,3.069410903,3.079602987,3.070776496,3.001350621,3.100404673,3.10810194,3.150029241,3.17315665,3.187440542,3.255913145,3.281613886,3.341328585,3.347711868,3.369446882,3.054532901,3.230665698,,,,GtC/yr,Global Carbon Budget 2022 https://www.icos-cp.eu/science-and-impact/global-carbon-budget/2022,,,,
Extraction of liquid fuels.Primary Fossil Energy FUEL[1],0.12941851,0.121960188,0.117136364,0.115640957,0.117907967,0.116876502,0.122649793,0.122933088,0.128187252,0.129734971,0.132216397,0.131859702,0.133768717,0.13357854,0.135429131,0.137287836,0.140944464,0.14408352,0.147724945,0.144376877,0.150639005,0.15063089,0.148813704,0.155424024,0.163207462,0.164602955,0.166069998,0.165732102,0.167487588,0.16331688,0.166553971,0.167840208,0.172516374,0.172751134,0.176806008,0.182743596,0.183255397,0.183587753,0.18788652,0.187533842,0.174819038,0.17709138,0.184520052,,,zJ,https://ourworldindata.org/grapher/fossil-fuel-production Energy Institute - Statistical Review of World Energy (2023),,,,
Extraction of liquid fuels.Primary Fossil Energy FUEL for Electricity[1],,,,,,0.010711204,0.011466158,0.011411918,0.012240767,0.013092715,0.013316556,0.013143017,0.012952315,0.012399374,0.012646928,0.012194203,0.012108478,0.012023206,0.012757805,0.011997633,0.012130502,0.011599458,0.011161376,0.011406226,0.011247332,0.011271406,0.010169213,0.010153097,0.01006928,0.009249888,0.008753965,0.009570027,0.01034598,0.009676967,0.009339078,0.009265116,0.008319478,0.007370517,0.006689457,0.006239141,0.005855771,0.006031519,0.006377552,,,zJ,,,,,
Extraction of liquid fuels.Primary Fossil Energy FUEL for Fuel[1],,,,,,0.106165298,0.111183635,0.11152117,0.115946485,0.116642256,0.118899841,0.118716685,0.120816402,0.121179166,0.122782203,0.125093633,0.128835986,0.132060314,0.13496714,0.132379244,0.138508503,0.139031432,0.137652328,0.144017798,0.15196013,0.153331549,0.155900785,0.155579005,0.157418308,0.154066992,0.157800006,0.158270181,0.162170394,0.163074167,0.16746693,0.17347848,0.174935919,0.176217236,0.181197063,0.181294701,0.168963267,0.171059861,0.1781425,,,zJ,,,,,
Energy supply 1.Primary Fossil Energy FUEL[1],,0.251474666,0.249623341,0.248355929,0.258647393,0.263349169,0.272723281,0.277732526,0.288005915,0.293504224,0.297968033,0.295978324,0.29789555,0.295753352,0.300720046,0.306596257,0.315188662,0.319666158,0.323652586,0.322641572,0.333551902,0.339675782,0.341136443,0.358450319,0.378868194,0.39005716,0.401276336,0.409522082,0.419684436,0.41191601,0.430350077,0.446170363,0.455012946,0.459284044,0.465449328,0.469400753,0.462440585,0.470789309,0.488998008,0.494348242,0.470021054,0.485509568,0.504661428,,,zJ,"world; summed over coal, oil, and gas https://ourworldindata.org/grapher/fossil-fuel-production",,,,
Hydropower energy 1.Hydropower Energy Capacity[1],,,,,,,,,,,,,,,,,,,,,697.1837,709.0768,720.22594,740.4212,761.328,784.0963,805.47506,832.41106,861.7954,891.6133,925.737,953.9698,984.67844,1029.5624,1066.1928,1098.4295,1129.0008,1151.1094,1173.3864,1191.478,1212.8989,1235.01,1255.5404,,,GW, Renewable hydropower including mixed plants (excludes pumped storage)  https://ourworldindata.org/grapher/installed-global-renewable-energy-capacity-by-technology,,,,
Hydropower energy 1.Hydropower Energy Output[1],1843.368768,1883.026224,1917.095616,1998.9153,2066.6232,2106.93672,2135.49696,2164.36608,2233.725984,2222.26992,2297.884572,2351.02824,2350.78596,2492.372268,2507.8986,2643.606576,2679.189948,2726.60472,2747.44548,2768.240736,2817.39132,2744.931511,2795.535506,2792.117732,2998.241301,3099.078918,3217.216101,3270.630024,3461.385595,3455.774089,3651.408256,3717.90624,3876.375671,4032.271238,4139.686769,4128.990946,4274.581816,4330.6368,4449.142015,4507.796003,4631.670441,4557.000533,4594.11487,4505.775136,,TWh,"Inverted conversion to primary energy. Energy Institute - Statistical Review of World Energy (2024); Smil (2017) – with major processing by Our World in Data. “Primary energy from biofuels” [dataset]. Energy Institute, “Statistical Review of World Energy”; Smil, “Energy Transitions: Global and National Perspectives” [original data].",,,,
Hydropower energy 1.Hydropower Installation Costs[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.952587,1816.335468,1840.023939,2008.7154,1812.203805,1942.126261,2251.059395,2265.580563,1725.896385,1994.656973,2114.05721,2299,2753.151921,,,c$/kW,inflation adjusted https://www.statista.com/statistics/799341/global-hydropower-installation-cost/,,,,
